id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
Garoeb-Justus,//Garoeb Justus,,,UDF,UDF,"",National Assembly,0,,
Garoeb-Moses,//Garoeb Moses,,,SWAPO,SWAPO,"",National Assembly,0,,
Gaseb-Johannes,/Gaseb Johannes,,,DTA,DTA,"",National Assembly,0,,
Africa-Ben,Africa Ben,,,DTA,DTA,"",National Assembly,0,,
Amadhila-Matti,Amadhila Matti,,,SWAPO,SWAPO,"",National Assembly,0,,
Amadhila-Solomon-Solly,"Amadhila Solomon ""Solly""",,,SWAPO,SWAPO,"",National Assembly,0,,
Amathila-Appolus-Libertine,Amathila  Appolus Libertine,,,SWAPO,SWAPO,"",National Assembly,0,,
Amathila-Ben,Amathila Ben,,,SWAPO,SWAPO,"",National Assembly,0,,
Angula-Nahas,Angula Nahas,,,SWAPO,SWAPO,"",National Assembly,0,,
Aston-Walter,Aston Walter,,,ACN,ACN,"",National Assembly,0,,
Ausiku-Helmut,Ausiku Helmut,,,SWAPO,SWAPO,"",National Assembly,0,,
Barnes-Barney-Leonard,"Barnes ""Barney"" Leonard",,,DTA,DTA,"",National Assembly,0,,
Barnes-Margreth,Barnes Margreth,,,DTA,DTA,"",National Assembly,0,,
Bessinger-Niko,Bessinger Niko,,,SWAPO,SWAPO,"",National Assembly,0,,
Biwa-Eric,Biwa Eric,,,UDF,UDF,"",National Assembly,0,,
Biwa-Willem,Biwa Willem,,,SWAPO,SWAPO,"",National Assembly,0,,
Botha-P-Daniel,Botha P. Daniel,,,SWAPO,SWAPO,"",National Assembly,0,,
Dan-Gabriel,Dan Gabriel,,,DTA,DTA,"",National Assembly,0,,
De-Wet-Jan,De Wet Jan,,,ACN,ACN,"",National Assembly,0,,
Diergaardt-Johannes,Diergaardt Johannes,,,FCN,FCN,"",National Assembly,0,,
Diergaardt-Reggie,Diergaardt Reggie,,,UDF,UDF,"",National Assembly,0,,
Ekandjo-Jerry,Ekandjo Jerry,,,SWAPO,SWAPO,"",National Assembly,0,,
Geingob-Hage,Geingob Hage,Bertha.Tjahikika@opm.gov.na,,SWAPO,SWAPO,"",National Assembly,0,,
Gende-Allois,Gende Allois,,,DTA,DTA,"",National Assembly,0,,
Gurirab-Theo-Ben,Gurirab Theo Ben,,,SWAPO,SWAPO,"",National Assembly,0,,
Hamutenya-Hidipo,Hamutenya Hidipo,,,SWAPO,SWAPO,"",National Assembly,0,,
Haraseb-Johannes,Haraseb Johannes,,,DTA,DTA,"",National Assembly,0,,
Hausiku-Marco,Hausiku Marco,Maruanne.erastus@opm.gov.na,,SWAPO,SWAPO,"",National Assembly,0,,
Hishongwa-Hadino,Hishongwa Hadino,,,SWAPO,SWAPO,"",National Assembly,0,,
