id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
Andowa-Generosa,Andowa Generosa,,,SWAPO,SWAPO,,National Council,2,,
Basson-Benedictus-Franciskus,Basson Benedictus  Franciskus,,,SWAPO,SWAPO,,National Council,2,,
Cloete-Samuel-Petrus,Cloete Samuel Petrus,,,DTA/UDF Coalition,UDF Coalition,,National Council,2,,
Dax-Alfred-Stefanus,Dax Alfred Stefanus,,,SWAPO,SWAPO,,National Council,2,,
Eiseb-Theofelus,Eiseb Theofelus,,,SWAPO,SWAPO,,National Council,2,,
Haingura-Ambrosius,Haingura Ambrosius,,,SWAPO,SWAPO,,National Council,2,,
Hakaye-Haikela-Jhonny,Hakaye Haikela Jhonny,,,SWAPO,SWAPO,,National Council,2,,
Hendjala-Erasmus,Hendjala Erasmus,,,SWAPO,SWAPO,,National Council,2,,
Hifitikeko-Lucas,Hifitikeko Lucas,,,SWAPO,SWAPO,,National Council,2,,
Hishikushitja-Michael-Ndapamapedu,Hishikushitja Michael Ndapamapedu,,,SWAPO,SWAPO,,National Council,2,,
Hoveka-Wilfred-Uaonga,Hoveka Wilfred Uaonga,,,SWAPO,SWAPO,,National Council,2,,
Kaiyamo-Hosea-Nico,Kaiyamo Hosea Nico,,,SWAPO,SWAPO,,National Council,2,,
Kapere-Asser-Kuveri,Kapere Asser  Kuveri,a.kapere@parliament.na,,SWAPO,SWAPO,,National Council,2,,
Kerina-Mburumba,Kerina Mburumba,,,DTA/UDF Coalition,UDF Coalition,,National Council,2,,
Masake-Joseph-Sitali,Masake Joseph Sitali,,,SWAPO,SWAPO,,National Council,2,,
Mensah-Williams-Margaret-Natalie,Mensah-Williams Margaret Natalie,m.nakutwima@parliament.na,,SWAPO,SWAPO,,National Council,2,,
Mujoro-Zedekia,Mujoro Zedekia,,,SWAPO,SWAPO,,National Council,2,,
Mumbuu-Uapundua-Edward,Mumbuu  Uapundua Edward,,,DTA/UDF Coalition,UDF Coalition,,National Council,2,,
Murorua-Themistokles-Dudu,Murorua Themistokles Dudu,,,DTA/UDF Coalition,UDF Coalition,,National Council,2,,
Mwala-Peter-Mwala,Mwala Peter Mwala,,,SWAPO,SWAPO,,National Council,2,,
Ndemula-Hafeni-Ludwigh,Ndemula Hafeni Ludwigh,,,SWAPO,SWAPO,,National Council,2,,
Ndjambula-Phillemon,Ndjambula Phillemon,,,SWAPO,SWAPO,,National Council,2,,
Nehova-Kandy-Shafodino-Hinananye,"Nehova ""Kandy"" Shafodino Hinananye",k.nehova@parliament.na,,SWAPO,SWAPO,,National Council,2,,
Nguvauva-Kilus,Nguvauva Kilus,k.nguvauva@gmail.com,,unknown,,,National Council,2,,
Samuehl-Fluksman,Samuehl Fluksman,,,SWAPO,SWAPO,,National Council,2,,
Shangheta-Bartholomeus-Tuhafeni,Shangheta Bartholomeus Tuhafeni,,,SWAPO,SWAPO,,National Council,2,,
Shihwameni-Shikongo-Herbert,Shihwameni Shikongo Herbert,,,SWAPO,SWAPO,,National Council,2,,
Shinohamba-Karlous-Marx,Shinohamba Karlous Marx,,,SWAPO,SWAPO,,National Council,2,,
Thighuru-Haushiku-Johannes,Thighuru Haushiku Johannes,,,SWAPO,SWAPO,,National Council,2,,
Tuhadeleni-Noah-Lyaalala,Tuhadeleni Noah Lyaalala,,,SWAPO,SWAPO,,National Council,2,,
Ya-Kasita-Sheya-Henock,Ya Kasita Sheya Henock,,,SWAPO,SWAPO,,National Council,2,,
Ya-Ndakolo-Penda,Ya Ndakolo Penda,,,SWAPO,SWAPO,,National Council,2,,
