phone,facebook,gender,group,year_of_birth,name,image,source,email,web,term,area,area_id,twitter,id
64581,http://www.facebook.com/people/barbro-westerholm/659447529,female,FP,1933,Barbro Westerholm,http://data.riksdagen.se/filarkiv/bilder/ledamot/0363228965800_max.jpg,http://data.riksdagen.se/,barbro.westerholm@riksdagen.se,http://www.folkpartiet.se/westerholm,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0363228965800
66037,,male,C,1944,Per-Ingvar Johnsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0256743155204_max.jpg,http://data.riksdagen.se/,per-ingvar.johnsson@riksdagen.se,,2014,Skåne läns norra och östra,ocd-division/country:se/constituency:skåne-läns-norra-och-östra,,0256743155204
64210,,male,S,1945,Björn von Sydow,http://data.riksdagen.se/filarkiv/bilder/ledamot/0787533297400_max.jpg,http://data.riksdagen.se/,bjorn.von.sydow@riksdagen.se,http://www.socialdemokraterna.se/bjornvonsydow,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0787533297400
,,male,C,1947,Staffan Danielsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0352254228107_max.jpg,http://data.riksdagen.se/,staffan.danielsson@riksdagen.se,http://staffandanielsson.blogspot.com,2014,Östergötlands län,ocd-division/country:se/constituency:östergötlands-län,,0352254228107
64303,,female,S,1948,Susanne Eberstein,http://data.riksdagen.se/filarkiv/bilder/ledamot/0235974887200_max.jpg,http://data.riksdagen.se/,susanne.eberstein@riksdagen.se,http://www.socialdemokraterna.se/susanneeberstein,2014,Västernorrlands län,ocd-division/country:se/constituency:västernorrlands-län,,0235974887200
64837,,female,M,1948,Margareta B Kjellin,http://data.riksdagen.se/filarkiv/bilder/ledamot/0196024739401_max.jpg,http://data.riksdagen.se/,margareta.b.kjellin@riksdagen.se,http://www.moderat.se/node/49/foretradare/247,2014,Gävleborgs län,ocd-division/country:se/constituency:gävleborgs-län,,0196024739401
66185,,female,M,1948,Eva Lohman,http://data.riksdagen.se/filarkiv/bilder/ledamot/0150664940102_max.jpg,http://data.riksdagen.se/,eva.lohman@riksdagen.se,,2014,Västernorrlands län,ocd-division/country:se/constituency:västernorrlands-län,,0150664940102
64699,http://sv-se.facebook.com/people/Katarina-Brannstrom/1648244070,female,M,1950,Katarina Brännström,http://data.riksdagen.se/filarkiv/bilder/ledamot/0128805841317_max.jpg,http://data.riksdagen.se/,katarina.brannstrom@riksdagen.se,http://www.moderat.se/web/Katarina_Brannstrom.aspx,2014,Kronobergs län,ocd-division/country:se/constituency:kronobergs-län,,0128805841317
65712,,female,V,1950,Wiwi-Anne Johansson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0995355603410_max.jpg,http://data.riksdagen.se/,wiwi-anne.johansson@riksdagen.se,,2014,Västra Götalands läns västra,ocd-division/country:se/constituency:västra-götalands-läns-västra,,0995355603410
65791,,male,KD,1951,Roland Utbult,http://data.riksdagen.se/filarkiv/bilder/ledamot/0237055280513_max.jpg,http://data.riksdagen.se/,roland.utbult@riksdagen.se,,2014,Västra Götalands läns västra,ocd-division/country:se/constituency:västra-götalands-läns-västra,,0237055280513
65041,,male,S,1951,Jan-Olof Larsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0544046588414_max.jpg,http://data.riksdagen.se/,jan-olof.larsson@riksdagen.se,http://www.sap.se/jan-oloflarsson,2014,Västra Götalands läns västra,ocd-division/country:se/constituency:västra-götalands-läns-västra,,0544046588414
64443,,male,MP,1951,Jan Lindholm,http://data.riksdagen.se/filarkiv/bilder/ledamot/0641486384014_max.jpg,http://data.riksdagen.se/,jan.lindholm@riksdagen.se,http://mp.se/janlindholm,2014,Dalarnas län,ocd-division/country:se/constituency:dalarnas-län,,0641486384014
66002,,male,S,1952,Lennart Axelsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0958776965517_max.jpg,http://data.riksdagen.se/,lennart.axelsson@riksdagen.se,http://www.socialdemokraterna.se/lennartaxelsson,2014,Örebro län,ocd-division/country:se/constituency:örebro-län,,0958776965517
64788,http://www.facebook.se/larsaxel,male,KD,1952,Lars-Axel Nordell,http://data.riksdagen.se/filarkiv/bilder/ledamot/0125056691517_max.jpg,http://data.riksdagen.se/,lars-axel.nordell@riksdagen.se,http://www.larsaxel.se,2014,Örebro län,ocd-division/country:se/constituency:örebro-län,,0125056691517
64790,,male,S,1952,Krister Örnfjäder,http://data.riksdagen.se/filarkiv/bilder/ledamot/0573136138218_max.jpg,http://data.riksdagen.se/,krister.ornfjader@riksdagen.se,http://www.socialdemokraterna.se/kristerornfjader,2014,Kalmar län,ocd-division/country:se/constituency:kalmar-län,,0573136138218
64570,,male,FP,1953,Lars Tysklind,http://data.riksdagen.se/filarkiv/bilder/ledamot/0535526562910_max.jpg,http://data.riksdagen.se/,lars.tysklind@riksdagen.se,http://www.folkpartiet.se/tysklind,2014,Västra Götalands läns västra,ocd-division/country:se/constituency:västra-götalands-läns-västra,,0535526562910
64758,,female,M,1953,Maria Plass,http://data.riksdagen.se/filarkiv/bilder/ledamot/0791786201912_max.jpg,http://data.riksdagen.se/,maria.plass@riksdagen.se,,2014,Västra Götalands läns västra,ocd-division/country:se/constituency:västra-götalands-läns-västra,,0791786201912
66736,,male,S,1954,Thomas Strand,http://data.riksdagen.se/filarkiv/bilder/ledamot/0269067253614_max.jpg,http://data.riksdagen.se/,thomas.strand@riksdagen.se,http://www.socialdemokraterna.se/thomasstrand,2014,Jönköpings län,ocd-division/country:se/constituency:jönköpings-län,,0269067253614
66106,,male,S,1954,Leif Pettersson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0365797008114_max.jpg,http://data.riksdagen.se/,leif.pettersson@riksdagen.se,http://www.socialdemokraterna.se/leifpettersson,2014,Norrbottens län,ocd-division/country:se/constituency:norrbottens-län,,0365797008114
65642,,female,S,1954,Katarina Köhler,http://data.riksdagen.se/filarkiv/bilder/ledamot/0251617324715_max.jpg,http://data.riksdagen.se/,katarina.kohler@riksdagen.se,http://www.socialdemokraterna.se/katarinakohler,2014,Västerbottens län,ocd-division/country:se/constituency:västerbottens-län,,0251617324715
65324,,female,S,1955,Phia Andersson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0133767709317_max.jpg,http://data.riksdagen.se/,phia.andersson@riksdagen.se,http://www.socialdemokraterna.se/phiaandersson,2014,Västra Götalands läns södra,ocd-division/country:se/constituency:västra-götalands-läns-södra,,0133767709317
65775,,female,C,1955,Kerstin Lundgren,http://data.riksdagen.se/filarkiv/bilder/ledamot/0155487380917_max.jpg,http://data.riksdagen.se/,kerstin.lundgren@riksdagen.se,http://www.centerpartiet.se/kerstin.lundgren,2014,Stockholms län,ocd-division/country:se/constituency:stockholms-län,,0155487380917
64531,,female,C,1955,Solveig Zander,http://data.riksdagen.se/filarkiv/bilder/ledamot/0196077326617_max.jpg,http://data.riksdagen.se/,solveig.zander@riksdagen.se,http://solveigz.blogg.se,2014,Uppsala län,ocd-division/country:se/constituency:uppsala-län,,0196077326617
66036,,male,M,1955,Sotiris Delis,http://data.riksdagen.se/filarkiv/bilder/ledamot/0447797778718_max.jpg,http://data.riksdagen.se/,sotiris.delis@riksdagen.se,,2014,Jönköpings län,ocd-division/country:se/constituency:jönköpings-län,,0447797778718
64502,,male,M,1955,Mikael Cederbratt,http://data.riksdagen.se/filarkiv/bilder/ledamot/0105797223918_max.jpg,http://data.riksdagen.se/,mikael.cederbratt@riksdagen.se,http://www.mikaelcederbratt.se,2014,Västra Götalands läns norra,ocd-division/country:se/constituency:västra-götalands-läns-norra,,0105797223918
64235,,male,V,1955,Stig Henriksson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0644177413119_max.jpg,http://data.riksdagen.se/,stig.henriksson@riksdagen.se,,2014,Västmanlands län,ocd-division/country:se/constituency:västmanlands-län,,0644177413119
64836,,male,S,1955,Leif Jakobsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0482927154110_max.jpg,http://data.riksdagen.se/,leif.jakobsson@riksdagen.se,http://www.socialdemokraterna.se/leifjakobsson,2014,Malmö kommun,ocd-division/country:se/constituency:malmö-kommun,,0482927154110
64382,,female,S,1955,Eva Sonidsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0565167965311_max.jpg,http://data.riksdagen.se/,eva.sonidsson@riksdagen.se,http://www.socialdemokraterna.se/evasonidsson,2014,Västernorrlands län,ocd-division/country:se/constituency:västernorrlands-län,,0565167965311
64745,,male,S,1956,Raimo Pärssinen,http://data.riksdagen.se/filarkiv/bilder/ledamot/0113077554312_max.jpg,http://data.riksdagen.se/,raimo.parssinen@riksdagen.se,http://www.socialdemokraterna.se/raimoparssinen,2014,Gävleborgs län,ocd-division/country:se/constituency:gävleborgs-län,,0113077554312
66758,,male,KD,1956,Tuve Skånberg,http://data.riksdagen.se/filarkiv/bilder/ledamot/0161597857912_max.jpg,http://data.riksdagen.se/,tuve.skanberg@riksdagen.se,http://www.kristdemokraterna.se/tuveskanberg,2014,Skåne läns norra och östra,ocd-division/country:se/constituency:skåne-läns-norra-och-östra,,0161597857912
65577,,female,M,1956,Beatrice Ask,http://data.riksdagen.se/filarkiv/bilder/ledamot/0262017901513_max.jpg,http://data.riksdagen.se/,beatrice.ask@riksdagen.se,http://www.regeringen.se/sb/d/7376,2014,Stockholms kommun,ocd-division/country:se/constituency:stockholms-kommun,,0262017901513
65187,,female,S,1956,Åsa Lindestam,http://data.riksdagen.se/filarkiv/bilder/ledamot/0252067342313_max.jpg,http://data.riksdagen.se/,asa.lindestam@riksdagen.se,http://www.socialdemokraterna.se/asalindestam,2014,Gävleborgs län,ocd-division/country:se/constituency:gävleborgs-län,,0252067342313
64781,,female,S,1956,Agneta Gille,http://data.riksdagen.se/filarkiv/bilder/ledamot/0376867803913_max.jpg,http://data.riksdagen.se/,agneta.gille@riksdagen.se,http://www.sap.se/agnetagille,2014,Uppsala län,ocd-division/country:se/constituency:uppsala-län,,0376867803913
65274,,female,S,1956,Helene Petersson i Stockaryd,http://data.riksdagen.se/filarkiv/bilder/ledamot/0617957067613_max.jpg,http://data.riksdagen.se/,helene.petersson@riksdagen.se,http://www.socialdemokraterna.se/helenepetersson,2014,Jönköpings län,ocd-division/country:se/constituency:jönköpings-län,,0617957067613
65766,,male,M,1956,Finn Bengtsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0721657655513_max.jpg,http://data.riksdagen.se/,finn.bengtsson@riksdagen.se,http://www.finnbengtsson.wordpress.com,2014,Östergötlands län,ocd-division/country:se/constituency:östergötlands-län,,0721657655513
65261,,male,M,1956,Lars-Arne Staxäng,http://data.riksdagen.se/filarkiv/bilder/ledamot/0718937995813_max.jpg,http://data.riksdagen.se/,lars-arne.staxang@riksdagen.se,http://larsarnestaxang.se/,2014,Västra Götalands läns västra,ocd-division/country:se/constituency:västra-götalands-läns-västra,,0718937995813
64567,,female,MP,1956,Karin Svensson Smith,http://data.riksdagen.se/filarkiv/bilder/ledamot/0457308547314_max.jpg,http://data.riksdagen.se/,karin.svensson.smith@riksdagen.se,http://mp.se/karinsvenssonsmith,2014,Skåne läns södra,ocd-division/country:se/constituency:skåne-läns-södra,,0457308547314
64793,http://www.facebook.com/lena.asplund,female,M,1956,Lena Asplund,http://data.riksdagen.se/filarkiv/bilder/ledamot/088028607414_max.jpg,http://data.riksdagen.se/,lena.asplund@riksdagen.se,http://www.lenaasplund.se,2014,Västernorrlands län,ocd-division/country:se/constituency:västernorrlands-län,http://twitter.com/lenaasplund,088028607414
65926,,female,M,1956,Gunilla Nordgren,http://data.riksdagen.se/filarkiv/bilder/ledamot/0192918410514_max.jpg,http://data.riksdagen.se/,gunilla.nordgren@riksdagen.se,http://www.gunillanordgren.se,2014,Skåne läns södra,ocd-division/country:se/constituency:skåne-läns-södra,,0192918410514
64333,,female,S,1956,Catharina Bråkenhielm,http://data.riksdagen.se/filarkiv/bilder/ledamot/0264838147315_max.jpg,http://data.riksdagen.se/,catharina.brakenhielm@riksdagen.se,http://www.socialdemokraterna.se/catharinabrakenhielm,2014,Västra Götalands läns västra,ocd-division/country:se/constituency:västra-götalands-läns-västra,,0264838147315
65683,,male,C,1957,Eskil Erlandsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0465398691116_max.jpg,http://data.riksdagen.se/,eskil.erlandsson@riksdagen.se,,2014,Kronobergs län,ocd-division/country:se/constituency:kronobergs-län,,0465398691116
64753,,male,C,1957,Per Åsling,http://data.riksdagen.se/filarkiv/bilder/ledamot/0679228585116_max.jpg,http://data.riksdagen.se/,per.asling@riksdagen.se,,2014,Jämtlands län,ocd-division/country:se/constituency:jämtlands-län,,0679228585116
65485,,male,M,1957,Ulf Berg,http://data.riksdagen.se/filarkiv/bilder/ledamot/0193378456716_max.jpg,http://data.riksdagen.se/,ulf.berg@riksdagen.se,http://ulfberg.wordpress.com,2014,Dalarnas län,ocd-division/country:se/constituency:dalarnas-län,http://twitter.com/UlfBerg1,0193378456716
65957,,male,S,1957,Patrik Björck,http://data.riksdagen.se/filarkiv/bilder/ledamot/0516528386117_max.jpg,http://data.riksdagen.se/,patrik.bjorck@riksdagen.se,http://www.socialdemokraterna.se/patrikbjorck,2014,Västra Götalands läns östra,ocd-division/country:se/constituency:västra-götalands-läns-östra,,0516528386117
64296,,female,S,1957,Carina Ohlsson,http://data.riksdagen.se/filarkiv/bilder/ledamot/0859968278117_max.jpg,http://data.riksdagen.se/,carina.ohlsson@riksdagen.se,http://www.sap.se/carinaohlsson,2014,Västra Götalands läns östra,ocd-division/country:se/constituency:västra-götalands-läns-östra,,0859968278117
64398,,female,S,1957,Ann-Christin Ahlberg,http://data.riksdagen.se/filarkiv/bilder/ledamot/0909948830718_max.jpg,http://data.riksdagen.se/,ann-christin.ahlberg@riksdagen.se,http://www.socialdemokraterna.se/ann-christinahlberg,2014,Västra Götalands läns södra,ocd-division/country:se/constituency:västra-götalands-läns-södra,,0909948830718
,,male,V,1957,Torbjörn Björlund,http://data.riksdagen.se/filarkiv/bilder/ledamot/037508021018_max.jpg,http://data.riksdagen.se/,torbjorn.bjorlund@riksdagen.se,,2014,Östergötlands län,ocd-division/country:se/constituency:östergötlands-län,,037508021018
