id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date
abel-baptista,Abel Baptista,abel.l.baptista@cds.parlamento.pt,,CDS-PP,cds-pp,Viana do Castelo,Assembleia da República,11,,
acacio-pinto,Acácio Pinto,gp_ps@ps.parlamento.pt,,PS,ps,Viseu,Assembleia da República,11,,
adriano-rafael-moreira,Adriano Rafael Moreira,,,PSD,psd,Porto,Assembleia da República,11,,
adao-silva,Adão Silva,adaosilva@psd.parlamento.pt,,PSD,psd,Bragança,Assembleia da República,11,,
alberto-costa,Alberto Costa,gp_ps@ps.parlamento.pt,,PS,ps,Lisboa,Assembleia da República,11,,
alberto-martins,Alberto Martins,,,PS,ps,Porto,Assembleia da República,11,,
altino-bessa,Altino Bessa,abessa@cds.parlamento.pt,,CDS-PP,cds-pp,Braga,Assembleia da República,11,,
amadeu-soares-albergaria,Amadeu Soares Albergaria,,http://twitter.com/aalbergaria,PSD,psd,Aveiro,Assembleia da República,11,,
ana-catarina-mendonca-mendes,Ana Catarina Mendonça Mendes,catarina@ps.parlamento.pt,,PS,ps,Setúbal,Assembleia da República,11,,
ana-paula-vitorino,Ana Paula Vitorino,gp_ps@ps.parlamento.pt,,PS,ps,Porto,Assembleia da República,11,,
antonio-braga,António Braga,,,PS,ps,Braga,Assembleia da República,11,,
antonio-filipe,António Filipe,af@pcp.parlamento.pt,http://twitter.com/AntonioFilipe,PCP,pcp,Santarém,Assembleia da República,11,,
antonio-gameiro,António Gameiro,agameiro@ps.parlamento.pt,,PS,ps,Santarém,Assembleia da República,11,,
armenio-santos,Arménio Santos,asantos@psd.parlamento.pt,,PSD,psd,Lisboa,Assembleia da República,11,,
artur-rego,Artur Rêgo,arturrego@cds.parlamento.pt,,CDS-PP,cds-pp,Faro,Assembleia da República,11,,
bravo-nico,Bravo Nico,bravonico@ps.parlamento.pt,,PS,ps,Évora,Assembleia da República,11,,
bruno-dias,Bruno Dias,,,PCP,pcp,Setúbal,Assembleia da República,11,,
carina-oliveira,Carina Oliveira,,,PSD,psd,Santarém,Assembleia da República,11,,
carla-rodrigues,Carla Rodrigues,,,PSD,psd,Aveiro,Assembleia da República,11,,
carlos-alberto-goncalves,Carlos Alberto Gonçalves,carlosgoncalves@psd.parlamento.pt,,PSD,psd,Europa,Assembleia da República,11,,
carlos-costa-neves,Carlos Costa Neves,,,PSD,psd,Castelo Branco,Assembleia da República,11,,
carlos-peixoto,Carlos Peixoto,,,PSD,psd,Guarda,Assembleia da República,11,,
carlos-pascoa-goncalves,Carlos Páscoa Gonçalves,,,PSD,psd,Fora da Europa,Assembleia da República,11,,
carlos-sao-martinho,Carlos São Martinho,,,PSD,psd,Castelo Branco,Assembleia da República,11,,
catarina-marcelino,Catarina Marcelino,,,PS,ps,Setúbal,Assembleia da República,11,,
catarina-martins,Catarina Martins,catarina.martins@be.parlamento.pt,http://twitter.com/catarina_mart,BE,be,Porto,Assembleia da República,11,,
cecilia-honorio,Cecília Honório,cecilia.honorio@be.parlamento.pt,,BE,be,Faro,Assembleia da República,11,,
cecilia-meireles,Cecília Meireles,cmeireles@cds.parlamento.pt,,CDS-PP,cds-pp,Porto,Assembleia da República,11,,
celeste-correia,Celeste Correia,ccorreia@ps.parlamento.pt,,PS,ps,Lisboa,Assembleia da República,11,,
correia-de-jesus,Correia de Jesus,cjesus@psd.parlamento.pt,,PSD,psd,Madeira,Assembleia da República,11,,
couto-dos-santos,Couto dos Santos,,,PSD,psd,Aveiro,Assembleia da República,11,,
cristovao-crespo,Cristóvão Crespo,,,PSD,psd,Portalegre,Assembleia da República,11,,
duarte-pacheco,Duarte Pacheco,dpacheco@psd.parlamento.pt,http://twitter.com/duartepacheco,PSD,psd,Lisboa,Assembleia da República,11,,
eduardo-cabrita,Eduardo Cabrita,gp_ps@ps.parlamento.pt,,PS,ps,Setúbal,Assembleia da República,11,,
